"Median","Lower","Upper","Distance"
0.0231286836012606,1.05196839564752e-07,0.233761941037125,205
0.0224608741740911,8.37471141561393e-08,0.230895214381588,206
0.02180910816891,6.65061992317247e-08,0.228050443480631,207
0.0211731101486609,5.26833203545167e-08,0.225227864329702,208
0.0205526058256532,4.16290483388641e-08,0.222427701626673,209
0.0199473221854968,3.28114753774356e-08,0.21965016880839,210
0.0193569876065859,0,0.216895468097333,211
0.0187813319751579,0,0.214163790558091,212
0.0182200867959527,0,0.211455316163354,213
0.0176729852985063,0,0.208770213869122,214
0.0171397625391107,0,0.206108641698806,215
0.0166201554984807,0,0.203470746835904,216
0.0161139031751668,0,0.200856665724933,217
0.0156207466747602,0,0.198266524180254,218
0.0151404292949366,0,0.195700437502491,219
0.014672696606389,0,0.193158510602169,220
0.0142172965297023,0,0.190640838130243,221
0.0137739794082252,0,0.188147504615166,222
0.0133424980769969,0,0.185678584606152,223
0.0129226079277893,0,0.183234142822285,224
0.0125140669703256,0,0.180814234307124,225
0.01211663588974,0,0.178418904588463,226
0.0117300781003446,0,0.176048189842894,227
0.0113541597957712,0,0.17370211706485,228
0.0109886499955557,0,0.171380704239761,229
0.0106333205882378,0,0.169083960521024,230
0.0102879463710468,0,0.166811886410429,231
0.0099523050862461,0,0.164564473941725,232
0.00962617745421219,0,0.162341706867024,233
0.00930934720332152,0,0.160143560845701,234
0.00900160109672256,0,0.157970003635507,235
0.008702728956069,0,0.15582099528559,236
0.00841252368229174,0,0.153696488331122,237
0.00813078127348731,0,0.151596427989257,238
0.00785730084000111,0,0.149520752356149,239
0.00759188461678376,0,0.14746939260474,240
0.00733433797309939,0,0.145442273183082,241
0.00708446941966465,0,0.14343931201292,242
0.00684209061329722,0,0.141460420688314,243
0.00660701635915236,0,0.139505504674038,244
0.00637906461062633,0,0.137574463503565,245
0.00615805646700463,0,0.135667190976385,246
0.00594381616893311,0,0.133783575354479,247
0.0057361710917895,0,0.131923499557731,248
0.00553495173703211,0,0.130086841358099,249
0.00533999172160239,0,0.128273473572357,250
0.00515112776545694,0,0.126483264253246,251
0.00496819967730408,0,0.124716076878861,252
0.00479105033861937,0,0.122971770540135,253
0.00461952568601332,0,0.121250200126255,254
0.00445347469202422,0,0.1195512165079,255
0.00429274934440739,0,0.117874666718145,256
0.00413720462399176,0,0.116220394130943,257
0.00398669848117326,0,0.114588238637042,258
0.00384109181111372,0,0.11297803681727,259
0.00370024842771244,0,0.111389622113056,260
0.0035640350364171,0,0.109822824994134,261
0.00343232120593865,0,0.10827747312333,262
0.00330497933893439,0,0.106753391518366,263
0.00318188464172157,0,0.105250402710622,264
0.003062915093083,0,0.103768326900786,265
0.00294795141222464,0,0.102306982111357,266
0.00283687702594366,0,0.100866184335944,267
0.00272957803506462,0,0.0994457476853262,268
0.00262594318019942,0,0.0980454845302483,269
0.00252586380688581,0,0.0966652056409165,270
0.0024292338301575,0,0.0953047203231796,271
0.00233594969859774,0,0.0939638365513787,272
0.00224591035792677,0,0.0926423610978562,273
0.00215901721417192,0,0.0913400996591169,274
0.00207517409646815,0,0.0900568569786445,275
0.00199428721953495,0,0.088792436966373,276
0.00191626514587435,0,0.0875466428148253,277
0.0018410187477334,0,0.0863192771119295,278
0.00176846116887282,0,0.0851101419505284,279
0.00169850778618243,0,0.0839190390346035,280
0.00163107617118235,0,0.0827457697822354,281
0.0015660860514476,0,0.0815901354253279,282
0.00150345927199242,0,0.0804519371061234,283
0.00144311975664917,0,0.0793309759705445,284
0.00138499346947547,0,0.078227053258393,285
0.00132900837622163,0,0.0771399703904455,286
0.00127509440588934,0,0.0760695290524859,287
0.00122318341241118,0,0.075015531276313,288
0.00117320913647922,0,0.0739777795177692,289
0.00112510716754967,0,0.0729560767318337,290
0.00107881490604936,0,0.0719502264448283,291
0.00103427152580852,0,0.0709600328237824,292
0.000991417936743227,0,0.0699853007430062,293
0.000950196747809522,0,0.0690258358479253,294
0.000910552230250159,0,0.0680814446162235,295
0.000872430281153818,0,0.0671519344163506,296
0.000835778387345377,0,0.0662371135634456,297
0.000800545589624848,0,0.065336791372729,298
0.000766682447371441,0,0.0644507782104202,299
0.000734141003528216,0,0.0635788855422321,300
0.000702874749981718,0,0.0627209259795001,301
0.000672838593350045,0,0.0618767133229989,302
0.000643988821191764,0,0.0610460626045031,303
0.000616283068647204,0,0.060228790126147,304
0.000589680285522693,0,0.0594247134976384,305
0.000564140703827445,0,0.0586336516713819,306
0.000539625805771906,0,0.0578554249755655,307
0.000516098292235556,0,0.0570898551452672,308
0.000493522051711333,0,0.0563367653516343,309
0.000471862129733063,0,0.0555959802291892,310
0.00045108469879152,0,0.0548673259013162,311
0.000431157028744009,0,0.0541506300039818,312
0.00041204745772164,0,0.0534457217077406,313
0.000393725363537804,0,0.0527524317380799,314
0.000376161135600674,0,0.052070592394152,315
0.000359326147331956,0,0.051400037565947,316
0.000343192729093475,0,0.0507406027499552,317
0.00032773414162261,0,0.0500921250633672,318
0.000312924549977056,0,0.0494544432568623,319
0.00029873899798882,0,0.0488273977260307,320
0.000285153383226865,0,0.0482108305214768,321
0.000272144432467341,0,0.0476045853576513,322
